section,object,material,decoration,count,number,measure,type of object,position,action,occasion ,personnel,deity,time,day,month,text,additional
2,garakku brazier,,,1,1,,fire,,throw into the river,,priest,Sin (implied),before sunrise,,,BRM 4 6,
3,garakku brazier,,,1,1,,fire,,lay down,,sangu priests of the temples of Tiranna,Sin (implied),,,,BRM 4 6,
3,garakku brazier,,,1,1,,fire,,light,,sangu priests of the temples of Tiranna,Sin (implied),,,,BRM 4 6,
4,halhallatu drum,,,1,1,,drum,"next to the Dais, Place of the Harp",carry from the storehouse,,[text damaged],Sin (implied),,,,BRM 4 6,
4,manzu drum,,,1,1,,drum,"next to the Dais, Place of the Harp",carry from the storehouse,,[text damaged],Sin (implied),,,,BRM 4 6,
4,kettledrum,,,1,1,,drum,"next to the Dais, Place of the Harp",carry from the storehouse,,[text damaged],Sin (implied),,,,BRM 4 6,
4,lubaru clothing,,torn,1,"plural, unspecified",,garment,,cover the foods,,[text damaged],Sin (implied),,,,BRM 4 6,
4,heap of flour,,,1,3,,flour,facing the kettledrum,pour ,,priest,Sin (implied),,,,BRM 4 6,
4,magic circle ,flour,,1,1,,flour,surrounding the kettledrum and the kukkubbu jar,surround the kettledrum,,priest,Sin (implied),,,,BRM 4 6,
4,kukkubbu jar,,,1,1,,vessel,"right side of the heaps of flour, inside the magic circle",set up inside the magic circle,,priest,Sin (implied),,,,BRM 4 6,
4,tears of the holy tamarisk,,,1,"plural, unspecified",,aromatic(?),"right side of the heaps of flour, inside the magic circle",fill the kukkubbu jar,,priest,Sin (implied),,,,BRM 4 6,
4,water,,,1,1,,water,"right side of the heaps of flour, inside the magic circle",fill the kukkubbu jar,,priest,Sin (implied),,,,BRM 4 6,
1,tillu uniform,,,1,1,,garment,,make the king wear,,priest; king,[text damaged],,,,BM 134701,
1,palm leaf,,,1,1,,plant,,wrap(?),,priest,[text damaged],,,,BM 134701,
1,multicolored cord,hair of an unmated kid and hair of an unmated lamb,,1,1,,rope,,tie closed(?) the gate of the temple,,priest,[text damaged],,,,BM 134701,
1,tappinnu flour,,,1,"plural, unspecified",,flour,,sprinkle the temple(?),,priest,[text damaged],,,,BM 134701,
1,sheshgesshu flour,,,1,"plural, unspecified",,flour,,sprinkle the temple(?),,priest,[text damaged],,,,BM 134701,
1,unclean tillu uniform,,,1,1,,garment,,clothe the king,,priest; king,[text damaged],,,,BM 134701,
1,multicolored cord,hair of an unmated kid and hair of an unmated lamb,,1,1,,rope,,bind(?),,priest,[text damaged],,,,BM 134701,
1,stick,eru wood,,1,1,,tool,,take(?),,priest,[text damaged],,,,BM 134701,
1,strong and sublime weapon of Anu,,,1,1,,weapon,,take(?),,priest,[text damaged],,,,BM 134701,
2,tappinnu flour,,,1,"plural, unspecified",,flour,,draw(?) ,,priest,[text damaged],,,,BM 134701,
2,sheshgesshu flour,,,1,"plural, unspecified",,flour,,draw(?) ,,priest,[text damaged],,,,BM 134701,
2,magic circle ,tappinnu flour,,1,1,,flour,,surround the temple,,priest,[text damaged],,,,BM 134701,
