section,object,material,decoration,count,number,measure,type of object,position,action,occasion ,personnel,deity,time,day,month,text,additional
1,towboat,,,1,1,,vehicle,,carry the gods in their seats,procession to the temple,,Belet-ili; Shala; Marat-Anu; Aja; Gula; Nineshgal; Amasagnudu; Sadarnunna; Ashrat; Sharrat-shame,,,Nisannu,KAR 132,gift of the king
1,curtain,linen,,1,1,,furniture,,process to Grand Courtyard,procession to the temple,king; exorcists; lamentation priests; naru singers,Antu,,,Nisannu,KAR 132,
1,seat,gold,,1,1,,furniture,Grand Courtyard,sat upon by Antu,procession to the temple,,Antu,,,Nisannu,KAR 132,
1,holy water basin,,,1,1,,vessel,,lift up to Ishtar,washing of the hands,temple enterer,Ishtar,,,Nisannu,KAR 132,
1,towboat,,,1,1,,vehicle,cella of Ishtar,taken before Ishtar,procession to the temple,king,Ishtar,,,Nisannu,KAR 132,gift of the king
1,curtain,linen,,1,1,,furniture,,process to Grand Courtyard ,procession to the temple,king; exorcists; lamentation priests; naru singers,Ishtar; Anu,,,Nisannu,KAR 132,
1,libation bowl,gold,,1,1,,vessel,,process to Grand Courtyard ,procession to the temple,king; exorcists; lamentation priests; naru singers,Ishtar; Anu,,,Nisannu,KAR 132,
3,chariot,,,1,1,,vehicle,,go alongside the chariot of Anu,procession to the temple,,Auriga,,,Nisannu,KAR 132,
3,chariot,,,1,1,,vehicle,,go alongside the chariot of Anu,procession to the temple,,Ninurta,,,Nisannu,KAR 132,
3,chariot,,,1,1,,vehicle,,go alongside the chariot of Anu,procession to the temple,,Shamash,,,Nisannu,KAR 132,
3,quiver,gold,,1,"plural, unspecified",,symbol,,go alongside the chariot of Anu,procession to the temple,,Anu,,,Nisannu,KAR 132,
3,quiver,gold,,1,"plural, unspecified",,symbol,,go alongside the chariot of Anu,procession to the temple,,Antu,,,Nisannu,KAR 132,
3,chariot,,,1,1,,vehicle,,go,procession to the temple,,Anu,,,Nisannu,KAR 132,
3,footstool,,mounted in lapis lazuli,1,1,,furniture,right of the exorcists,pull out,procession to the temple,arrangers; exorcists,,,,Nisannu,KAR 132,
3,footstool,,mounted in lapis lazuli,1,1,,furniture,left of the exorcists,pull out,procession to the temple,arrangers; exorcists,,,,Nisannu,KAR 132,
3,holy water basin,,,1,1,,vessel,,lift up and sprinkle king and other persons,washing of the hands,priest,Anu; Antu,,,Nisannu,KAR 132,
3,cedar shavings,,,1,"plural, unspecified",,aromatic,,place on huluppaqqu brazier,procession to the temple,arrangers,Anu,,,Nisannu,KAR 132,
3,huluppaqqu brazier,,,1,1,,fire,before Anu,bring in front of Anu,procession to the temple,arrangers,Anu,,,Nisannu,KAR 132,
3,holy water basin,,,1,1,,vessel,courtyard of the akitu temple,lift up and sprinkle king and other persons,washing of the hands,priest,Anu,,,Nisannu,KAR 132,
4,karu stand,,,1,1,,furniture,courtyard of the akitu temple,put together,not specified,priest,,,,Nisannu,KAR 132,
4,holy water basin,,,1,1,,vessel,courtyard of the akitu temple,lift up and sprinkle king and other persons,washing of the hands,priest; king and other persons,Anu; Antu,,,Nisannu,KAR 132,
4,carrying pole,gold,,1,"plural, unspecified",,vehicle,cella of Anu in the akitu temple,brought up to the cella,procession to the temple,priest,Enlil,,,Nisannu,KAR 132,
4,carrying pole,gold,,1,"plural, unspecified",,vehicle,cella of Anu in the akitu temple,brought up to the cella,procession to the temple,priest,Ea,,,Nisannu,KAR 132,
4,carrying pole,gold,,1,"plural, unspecified",,vehicle,cella of Anu in the akitu temple,brought up to the cella,procession to the temple,priest,Antu,,,Nisannu,KAR 132,
4,carrying pole,gold,,1,"plural, unspecified",,vehicle,cella of Anu in the akitu temple,brought up to the cella,procession to the temple,priest,Ishtar,,,Nisannu,KAR 132,
4,carrying pole,gold,,1,"plural, unspecified",,vehicle,cella of Anu in the akitu temple,brought up to the cella,procession to the temple,priest,Adad,,,Nisannu,KAR 132,
4,carrying pole,gold,,1,"plural, unspecified",,vehicle,cella of Anu in the akitu temple,brought up to the cella,procession to the temple,priest,Shamash,,,Nisannu,KAR 132,
1,carrying pole,,,1,1,,vehicle,,harnessed to the brewer,procession to the temple,brewers,Bel,,,Tashritu,BRM 4 7,harnessed to the brewers
1,river water,,,1,1,,water,,washes the high priest,purification,high priest,,last double hour of the night,2,Nisannu,R.Acc 127-154 +BM 32485,
1,gadalu curtain,,,1,1,,furniture,before Bel,removed,not specified,high priest,Bel,last double hour of the night,2,Nisannu,R.Acc 127-154 +BM 32485,
7,river water,,,1,1,,water,,washes the high priest,purification,high priest,,1 1/3 double hour of the night,3,Nisannu,R.Acc 127-154 +BM 32485,
10,precious stones,,,1,"plural, unspecified",,stone,,given to the metalworker,construction of the figurines,high priest; metalworker,,1 1/2 double hour of the day,3,Nisannu,R.Acc 127-154 +BM 32485,taken from the treasury of Marduk
10,gold,,,1,"plural, unspecified",,metal,,given to the metalworker,construction of the figurines,high priest; metalworker,,1 1/2 double hour of the day,3,Nisannu,R.Acc 127-154 +BM 32485,taken from the treasury of Marduk
10,cedar,,,1,"plural, unspecified",,wood,,given to the carpenter,construction of the figurines,high priest; carpenter,,1 1/2 double hour of the day,3,Nisannu,R.Acc 127-154 +BM 32485,
10,tamarisk,,,1,"plural, unspecified",,wood,,given to the carpenter,construction of the figurines,high priest; carpenter,,1 1/2 double hour of the day,3,Nisannu,R.Acc 127-154 +BM 32485,
10,gold,,,1,"plural, unspecified",,metal,,given to the goldmsith,construction of the figurines,high priest; metalworker,,1 1/2 double hour of the day,3,Nisannu,R.Acc 127-154 +BM 32485,
10,figurine,cedar,mounted with 4 shekels of gold; 4 dushu stones,1,1,,figurine,temple of Madanu,crafted,figurine ceremony of the 6th day,,,,3,Nisannu,R.Acc 127-154 +BM 32485,lifts up right hand to Nabu
10,figurine,tamarisk,mounted with 4 shekels of gold; 4 dushu stones,1,1,,figurine,temple of Madanu,crafted,figurine ceremony of the 6th day,,,,3,Nisannu,R.Acc 127-154 +BM 32485,lifts up right hand to Nabu
10,snake,cedar,,1,1,,symbol,left hand of figurine,held by cedar figurine,figurine ceremony of the 6th day,,,,3,Nisannu,R.Acc 127-154 +BM 32485,
10,scorpion,wood (unspecified),,1,1,,symbol,left hand of figurine,held by tamarisk figurine,figurine ceremony of the 6th day,,,,3,Nisannu,R.Acc 127-154 +BM 32485,
10,garments,red cloth,,1,2,,garment,body of figurine,worn by figurines,figurine ceremony of the 6th day,,,,3,Nisannu,R.Acc 127-154 +BM 32485,
10,belt,palm leaves,,1,2,,garment,hips of figurine,worn by figurines,figurine ceremony of the 6th day,,,,3,Nisannu,R.Acc 127-154 +BM 32485,
10,ashes(?),,,1,"plural, unspecified",,fire,in front of Nabu,kindled in front of Nabu,figurine ceremony of the 6th day,slaughterer and seller,Nabu,,3,Nisannu,R.Acc 127-154 +BM 32485,
10,figurine,,,1,2,,figurine,in front of Nabu,thrown into ashes,figurine ceremony of the 6th day,slaughterer and seller,,,3,Nisannu,R.Acc 127-154 +BM 32485,
17,tiara,,,1,1,,symbol,Grand Courtyard,remain covered,recitation of Enuma Elish,,Anu,after second meal,4,Nisannu,R.Acc 127-154 +BM 32485,
17,seat,,,1,1,,furniture,Grand Courtyard,remain covered,recitation of Enuma Elish,,Enlil,after second meal,4,Nisannu,R.Acc 127-154 +BM 32485,
18,river water,,,1,1,,water,,washing,purification,high priest,,second double hour of the night,5,Nisannu,R.Acc 127-154 +BM 32485,from the Tigris
18,river water,,,1,1,,water,,washing,purification,high priest,,second double hour of the night,5,Nisannu,R.Acc 127-154 +BM 32485,from the Euphrates
18,gadalu curtain,,,1,1,,furniture,,remove in front of Bel and Beltija,not specified,high priest,Bel; Beltija,second double hour of the night,5,Nisannu,R.Acc 127-154 +BM 32485,
23,well water ,,,1,1,,water,before Bel and Beltija,sprinkle the temple,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,from a well along the Tigris
23,well water,,,1,1,,water,before Bel and Beltija,sprinkle the temple,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,from a well along the Euphrates
23,nigkalagu drum,copper,,1,1,,drum,before Bel and Beltija,sound inside the temple,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,
23,censer,,,1,1,,censer,,move inside the temple,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,
23,torch,,,1,1,,fire,,move inside the temple,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,
23,censer,,,1,1,,censer,Ezida,consecrate the temple,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,
23,torch,,,1,1,,fire,Ezida,consecrate the temple,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,
23,holy water basin,,,1,1,,vessel,Ezida,consecrate the temple,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,
23,well water,,,1,1,,water,Ezida,sprinkle the cella,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,from a well along the Tigris
23,well water,,,1,1,,water,Ezida,sprinkle the cella,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,from a well along the Euphrates
23,oil,cedar,,1,1,,oil,Ezida,smear the doors,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,
23,censer,silver,,1,1,,censer,courtyard of the Ezida,place in the middle of the courtyard,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,
23,aromatics,,,1,"plural, unspecified",,aromatic,courtyard of the Ezida,place on the censer,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,
23,juniper,,,1,1,,aromatic,courtyard of the Ezida,place on the censer,consecration of the temple,high priest,,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,
23,sheep carcass,,,1,1,,animal ,courtyard of the Ezida,purify the temple,consecration of the temple,exorcist; slaughterer,Nabu,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,sheep is slaughtered on premises
23,sheep carcass,,,1,1,,animal ,river,throw into the river,consecration of the temple,exorcist,Nabu,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,high priest faces west
23,head of the sheep,,,1,1,,animal ,river,throw into the river,consecration of the temple,slaughterer,Nabu,first double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,KI.MIN
23,canopy,gold,,1,1,,furniture,Ezida,cover the Ezida from its crossbeam to its foundation,not specified,high priest,Nabu,1 2/3 double hour of the day,5,Nisannu,R.Acc 127-154 +BM 32485,Bring out from the treasury of Marduk
25,offering table,gold,,1,1,,furniture,Ezida,arrange before Bel,not specified,high priest,Bel,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,shappu bowl,gold,,1,4,,vessel,golden offering table,place on the offering table,not specified,high priest,Bel,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,censer,gold,,1,1,,censer,golden offering table,place on the offering table,not specified,high priest,Bel,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,aromatics,,,1,"plural, unspecified",,aromatic,golden offering table,place on the golden censer,not specified,high priest,Bel,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,juniper,,,1,1,,aromatic,golden offering table,place on the golden censer,not specified,high priest,Bel,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,offering table,gold,,1,1,,furniture,Kunat-amassu canal,bring to Nabu,not specified,craftsmen,Nabu,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,leftovers of the offering table,,,1,"plural, unspecified",,assemblage,Kunat-amassu canal,present to Nabu,not specified,craftsmen,Nabu,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,Iddahedu boat,,,1,1,,vehicle,Kunat-amassu canal,transports Nabu,not specified,,Nabu,,5,Nisannu,R.Acc 127-154 +BM 32485,Nabu's boat
25,holy water basin,,,1,1,,vessel,in front of the king,move in front of the king,washing of the hands,craftsmen; king,,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,scepter,,,1,1,,symbol,before Bel,place on a seat before Bel,not specified,high priest,Bel,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,loop,,,1,1,,symbol,before Bel,place on a seat before Bel,not specified,high priest,Bel,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,mace,,,1,1,,symbol,before Bel,place on a seat before Bel,not specified,high priest,Bel,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,Crown of Kingship,,,1,1,,symbol,before Bel,place on a seat before Bel,not specified,high priest,Bel,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,scepter,,,1,1,,symbol,Esagila,present to the king,not specified,high priest; king,,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,loop,,,1,1,,symbol,Esagila,present to the king,not specified,high priest; king,,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,mace,,,1,1,,symbol,Esagila,present to the king,not specified,high priest; king,,,5,Nisannu,R.Acc 127-154 +BM 32485,
25,crown of kingship,,,1,1,,symbol,Esagila,present to the king,not specified,high priest; king,,,5,Nisannu,R.Acc 127-154 +BM 32485,
26,reed,,"peeled, unbroken, straight",1,40,,plant,hole in the Grand Courtyard,set up in hole,not specified,high priest; king,,1/3 of the double hour of sunset,5,Nisannu,R.Acc 127-154 +BM 32485,
26,palm leaves,,,1,"plural, unspecified",,plant,hole in the Grand Courtyard,tie reeds together,not specified,high priest; king,,1/3 of the double hour of sunset,5,Nisannu,R.Acc 127-154 +BM 32485,
1,tillu uniform,,,1,1,,garment,,worn by the king,ceremony of the installation of the enu-priest,king,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
1,carrying pole,gold,,1,1,,vehicle,inside the temple(?),give to Ishtar,not specified,,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
1,seat,,,1,1,,furniture,room between the curtains,sat upon by Ishtar,not specified,,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
1,holy water basin,,,1,1,,vessel,,lift up ,washing of the hands,priest,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
1,aromatics,,,1,"plural, unspecified",,aromatic,on the place where the god is made to accept the offering,scatter,merditu offering,priest,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
1,holy water basin,,,1,1,,vessel,,lift up and sprinkle the king and other persons,washing of the hands,priest; king; other persons ,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
1,Scepter of Kingship,,,1,1,,symbol,next to the Dais of Destinies,stand next to the Dais of Destinies,not specified,,,,,,TU 42 + AO 8648 + AO 8649,
2,chariot,,,1,1,,vehicle,,[text damaged],not specified,singers; lamentation priests; excorists,Anu,,,,TU 42 + AO 8648 + AO 8649,
2,girdle,,,1,1,,garment,,worn by the temple enterer,not specified,temple enterer,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
2,carrying pole,,,1,"plural, unspecified",,vehicle,,[text damaged],not specified,,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
2,armchair ,,,1,1,,furniture,,process according to rank,not specified,,Anu,,,,TU 42 + AO 8648 + AO 8649,
2,procession boat,,,1,1,,vehicle,,bring near,not specified,,,,,,TU 42 + AO 8648 + AO 8649,
2,chariot,cedar,,1,1,,vehicle,,[text damaged],not specified,,,,,,TU 42 + AO 8648 + AO 8649,
2,chariot,,,1,"plural, unspecified",,vehicle,,enter and take up position,not specified,,,,,,TU 42 + AO 8648 + AO 8649,presumably includes the cedar chariot mentioned in the previous line 
2,Scepter of Kingship,,,1,1,,symbol,courtyard of the akitu temple,lead to the courtyard of the akitu temple,not specified,Usmu; the king,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
2,Scepter of Kingship,,,1,1,,symbol,beside the Great Dais,stand by the side of Ishtar,not specified,,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
2,curtain,linen,,1,1,,furniture,courtyard of the akitu temple,encircles Ishtar and the other gods,not specified,,Ishtar; the other gods,,,,TU 42 + AO 8648 + AO 8649,
2,tillu uniform,,,1,"plural, unspecified",,garment,,worn by the kurgarru actor and the assinu singer,not specified,kurgarru actor; assinnu singer,Ishtar; the other gods,,,,TU 42 + AO 8648 + AO 8649,of Narudu
2,holy water basin,,,1,1,,vessel,,lift up to Ishtar and sprinkle the king and other persons,washing of the hands,king; priest; other persons,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
2,Scepter of Kingship,,,1,1,,symbol,cella,stand by the side of Ishtar,not specified,,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
2,armchair ,,,1,1,,furniture,cella,enter and sit,not specified,,Anu,,,,TU 42 + AO 8648 + AO 8649,
2,chariot,,,1,"plural, unspecified",,vehicle,courtyard,enter and sit,not specified,,,,,,TU 42 + AO 8648 + AO 8649,
2,kettledrum,bronze,,1,1,,drum,,stand on the shuhhu-stand,not specified,,,,,,TU 42 + AO 8648 + AO 8649,
2,offering table,gold,,1,1,,furniture,cella,set up before Ishtar,not specified,,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
2,offering table,silver,,1,1,,furniture,courtyard,set up before the other gods,not specified,,the other gods,,,,TU 42 + AO 8648 + AO 8649,
2,censer,gold,,1,1,,censer,,fill in front of Ishtar,not specified,priest,Ishtar,,,,TU 42 + AO 8648 + AO 8649,
2,censer,gold,,1,1,,censer,,fill in front of Nanaja and Belet-sha-Resh,not specified,,Nanaja; Belet-sha-Resh,,,,TU 42 + AO 8648 + AO 8649,
1,the Shoe,,,1,1,,symbol,before Anu,rise and take up position,not specified,,Nusku,,16,Tebetu,TU 41 ,accompanied by the gods and goddesses
1,the Scepter,,,1,1,,symbol,before Anu,rise and take up position,not specified,,,,16,Tebetu,TU 41 ,accompanied by the gods and goddesses
1,the Scepter,,,1,1,,symbol,before Anu,consecrated,not specified,,,,16,Tebetu,TU 41 ,
1,the Scepter,,,1,1,,symbol,before Anu,enters and sits on his seat,not specified,,,,16,Tebetu,TU 41 ,
1,the Shoe,,,1,1,,symbol,House with the Golden Bed,enters and is placed on a footstool,not specified,priest,,,16,Tebetu,TU 41 ,
1,wine mixed with good oil,,,1,1,,wine,"gate of the cella of Anu, Antu and all the other gods","smeared upon the doorframes, the doors, and the gates",not specified,priest,,,16,Tebetu,TU 41 ,
1,censer,gold,,1,"plural, unspecified",,censer,"cella of Anu, Antu and all the other gods",filled and lit,not specified,priest,,,16,Tebetu,TU 41 ,
1,offering table,gold,,1,1,,furniture,roof of the topmost sanctuary of the temple tower,set up before Anu and Antu,first watch of the night,priest,,,16,Tebetu,TU 41 ,
1,holy water basin,,,1,1,,vessel,roof of the topmost sanctuary of the temple tower,lift up to Anu and Antu,washing of the hands,priest,,,16,Tebetu,TU 41 ,
1,cedar needles,,,1,"plural, unspecified",,aromatic,roof of the topmost sanctuary of the temple tower,scatter upon the censer,first watch of the night,priest,,,16,Tebetu,TU 41 ,
1,mashatu flour,,,1,"plural, unspecified",,flour,roof of the topmost sanctuary of the temple tower,scatter upon the censer,first watch of the night,priest,,,16,Tebetu,TU 41 ,
1,large offering table,gold,,1,7,,furniture,roof of the topmost sanctuary of the temple tower,set up,first watch of the night,priest,,,16,Tebetu,TU 41 ,
1,holy water basin,,,1,1,,vessel,on the gold offering tables,lift up,washing of the hands,priest,Jupiter; Venus; Mercury; Saturn; Mars; Moon; Sun,,16,Tebetu,TU 41 ,
1,censer,gold,,1,7,,censer,roof of the topmost sanctuary of the temple tower,set up,appearance of the celestial bodies,priest,Jupiter; Venus; Mercury; Saturn; Mars; Moon; Sun,,16,Tebetu,TU 41 ,
1,girdle,,,1,1,,garment,,worn by the lumahhu priest,appearance of the celestial bodies,lumahhu priest,,,16,Tebetu,TU 41 ,
1,torch of Papsukkal,,,1,1,,aromatic,,lit with a sulphur flame,appearance of the celestial bodies,lumahhu priest,,,16,Tebetu,TU 41 ,
1,aromatics,,,1,1,,aromatic,,stud the large torch,appearance of the celestial bodies,lumahhu priest,,,16,Tebetu,TU 41 ,
1,good oil,,,1,1,,oil,,sprinkled on the torch,appearance of the celestial bodies,lumahhu priest,,,16,Tebetu,TU 41 ,
1,holy water basin,,,1,1,,vessel,,lift up,washing of the hands,priest,,,16,Tebetu,TU 41 ,
2,haru container,,,1,1,,vessel,at the side of the Kizalagga,broken before the chief temple enterer,not specified,chief temple enterer,,,16,Tebetu,TU 41 ,
2,torch of Papsukkal,,,1,1,,symbol,cella of Antu,takes up position before Antu ,not specified,chief temple enterer,,,16,Tebetu,TU 41 ,
2,haru container,,,1,1,,vessel,cella of Antu,broken before Antu ,not specified,,,,16,Tebetu,TU 41 ,
2,torch of Papsukkal,,,1,1,,symbol,in the Ubshukkinaku,process from the cella of Antu to the Ubshukkinaku,not specified,,Papsukkal; Nusku; Usmu; Messagunug,,16,Tebetu,TU 41 ,
2,brushwood pile,,,1,1,,fire,in the Ubshukkinaku,kindled from the Torch of Papsukkal,not specified,priest,,,16,Tebetu,TU 41 ,
2,shoulder of the ox,,,1,1,,animal ,right and left of the brushwood pile,touch the right and left of the brushwood pile,not specified,priest,,,16,Tebetu,TU 41 ,
2,hide of the ox,,,1,1,,animal ,right and left of the brushwood pile,touch the right and left of the brushwood pile,not specified,priest,,,16,Tebetu,TU 41 ,
2,torch of Papsukkal,,,1,1,,symbol,,process from the Ubshukkinaku through the Grand Gate into the street and back,not specified,,Papsukkal; Nusku; Usmu; Messagunug,,16,Tebetu,TU 41 ,
2,brushwood pile,,,1,1,,fire,"before Papsukkal, Nusku, Usmu and Messagunug",kindled from the Torch of Papsukkal,not specified,temple enterer,,,16,Tebetu,TU 41 ,
